id,date,market,commodities,price
647,2020-01-01,Kansanga,BEANS,855
648,2021-04-25,Kansanga,BEANS,1300
649,2021-01-27,Bwaise,Maize,4954
650,2020-12-29,Mukono,Maize,3572
651,2020-06-10,Kansanga,Beans,3990
652,2021-03-13,,BEANS,2757
653,2020-04-14,Kansanga,BEANS,4462
654,2020-06-25,Kansanga,MAIZE,1475
655,2020-12-24,Bwaise,Maize,3781
656,2020-11-10,Mukono,MAIZE,543
657,2020-08-29,,BEANS,2655
658,2020-01-20,Kansanga,BEANS,4768
659,2020-01-30,Bwaise,BEANS,2152
660,2020-09-22,Nakasero,MAIZE,-2000
661,2020-04-28,,MAIZE,3446
662,2020-14-50,Bwaise,Maize,3772
663,2020-10-27,Bwaise,Maize,1062
664,2021-01-06,,Beans,2765
665,2020-08-20,Kansanga,Maize,3835
666,2020-09-14,Nakasero,Beans,4704
667,2021-02-20,,Beans,3589
668,2021-01-22,Nakasero,BEANS,724
669,2020-07-14,Bwaise,MAIZE,3878
670,2020-01-05,Nakasero,MAIZE,3768
671,2020-02-08,,MAIZE,3396
672,2020-04-03,Bwaise,BEANS,2423
673,2020-04-15,Bwaise,MAIZE,3416
674,2021-04-16,Mukono,BEANS,4935
675,2020-07-09,,Beans,2750
676,2021-04-13,,Beans,1550
677,2020-09-01,,Maize,3725
678,2020-08-22,Mukono,BEANS,568
678,2020-10-24,Mukono,Beans,2627
680,2020-05-17,Kansanga,Beans,4585
681,2021-01-20,Nakasero,Beans,2790
682,2020-10-21,Bwaise,Maize,2431
683,2020-04-10,Bwaise,MAIZE,579
684,2021-04-02,,Beans,2957
685,2020-01-25,Kansanga,Maize,991
686,2021-03-05,Mukono,BEANS,2628
687,2021-04-22,Nakasero,Beans,-2000
688,2021-05-08,,MAIZE,4910
689,2020-06-30,Nakasero,BEANS,4161
690,2020-05-26,Kansanga,MAIZE,3263
691,2020-07-26,Mukono,Maize,2369
692,2020-12-29,Nakasero,BEANS,4144
693,2021-01-17,,BEANS,2006
694,2020-04-30,Nakasero,Maize,3752
695,2021-03-25,Kansanga,Maize,-2000
696,2020-02-12,Mukono,Beans,1190
697,2020-06-07,Bwaise,MAIZE,4130
698,2021-03-05,Bwaise,Maize,-2000
699,2021-03-18,Kansanga,BEANS,4928
700,2020-03-10,,MAIZE,4240
701,2020-10-15,Kansanga,Beans,4445
702,2020-08-14,Nakasero,Beans,1775
703,2020-14-50,Bwaise,Beans,4883
703,2021-04-29,Kansanga,Beans,-2000
705,2020-04-28,Mukono,Beans,4080
706,2021-01-12,Kansanga,BEANS,1148
707,2021-01-26,,Beans,4857
708,2021-03-12,Mukono,MAIZE,1404
709,2020-05-19,,BEANS,658
710,2020-01-12,Bwaise,Maize,1524
711,2020-04-29,Mukono,MAIZE,-2000
712,2021-02-06,Kansanga,Beans,759
713,2021-05-02,Bwaise,Maize,3714
714,2020-04-08,Nakasero,BEANS,1499
715,2020-07-16,Kansanga,MAIZE,774
716,2020-02-18,,MAIZE,3056
717,2021-01-07,Mukono,Maize,2947
718,2021-03-18,Bwaise,Maize,4056
719,2020-05-21,,Maize,2491
719,2021-02-05,Kansanga,MAIZE,1233
721,2020-12-17,,Beans,991
722,2020-12-25,,Maize,2406
723,2020-11-26,Nakasero,BEANS,674
724,2020-03-09,Nakasero,Maize,4084
725,2020-09-07,Bwaise,MAIZE,3151
726,2021-03-01,,MAIZE,1769
727,2020-10-04,Nakasero,BEANS,-2000
728,2020-04-04,Mukono,Beans,2456
729,2021-05-10,,BEANS,4575
730,2020-05-24,Nakasero,BEANS,1404
731,2020-01-23,Bwaise,MAIZE,2155
732,2020-01-17,,BEANS,4807
733,2020-01-26,Nakasero,MAIZE,1080
733,2020-12-01,Kansanga,Maize,997
735,2021-03-31,Kansanga,Beans,977
736,2020-01-21,Mukono,Beans,2268
737,2021-01-06,Bwaise,BEANS,4810
738,2021-04-30,Bwaise,BEANS,3432
739,2020-08-06,Mukono,MAIZE,3789
740,2020-09-30,,BEANS,3081
741,2021-03-08,Nakasero,BEANS,4027
742,2020-05-03,,MAIZE,2581
743,2021-05-06,Kansanga,Maize,2830
744,2021-03-31,Nakasero,Maize,2317
745,2021-01-30,Nakasero,MAIZE,4271
746,2020-07-06,,MAIZE,2960
747,2021-04-14,Bwaise,Maize,4452
748,2020-12-19,,Maize,2960
749,2020-07-14,Mukono,Maize,3239
750,2020-08-01,Mukono,MAIZE,593
751,2020-01-28,Nakasero,Maize,1725
752,2020-03-19,Mukono,BEANS,4634
753,2021-02-06,Kansanga,MAIZE,1176
754,2020-10-07,Kansanga,Beans,4610
755,2021-01-25,Bwaise,BEANS,4496
756,2020-10-14,,MAIZE,2681
757,2021-04-18,,Maize,3888
758,2020-06-13,Nakasero,Maize,1886
759,2021-02-15,Kansanga,MAIZE,2412
760,2021-01-22,Mukono,Maize,2491
761,2021-03-20,Nakasero,Maize,1411
762,2020-06-18,Bwaise,MAIZE,4786
763,2020-11-14,Bwaise,Maize,4815
764,2020-05-25,Bwaise,Beans,568
765,2020-12-05,Nakasero,Maize,-2000
766,2020-04-28,Kansanga,Maize,4470
767,2020-04-05,Bwaise,BEANS,676
768,2020-06-05,Nakasero,BEANS,1786
768,2020-06-30,Nakasero,MAIZE,4606
770,2020-05-11,Kansanga,Maize,2795
771,2020-07-20,Bwaise,Maize,4765
772,2020-11-16,Bwaise,BEANS,1751
773,2020-11-05,Nakasero,BEANS,2193
774,2020-12-16,Bwaise,MAIZE,4791
775,2021-04-10,Bwaise,MAIZE,4866
776,2020-06-11,Bwaise,Maize,3891
777,2021-01-16,Nakasero,MAIZE,1374
778,2020-14-50,,Beans,2391
779,2020-01-14,Nakasero,Maize,4404
780,2020-08-28,Nakasero,MAIZE,4525
781,2020-04-25,Mukono,BEANS,622
782,2020-04-23,Bwaise,MAIZE,4098
783,2020-06-15,Kansanga,MAIZE,842
784,2021-01-03,Nakasero,BEANS,4892
785,2021-02-06,Mukono,Maize,847
786,2020-10-02,Kansanga,Maize,4728
787,2020-04-07,Nakasero,BEANS,2994
788,2020-03-26,Kansanga,Beans,946
789,2020-08-25,Kansanga,Maize,1427
790,2021-04-02,,MAIZE,3149
791,2020-10-29,Bwaise,BEANS,3154
792,2021-02-11,Bwaise,Maize,4181
793,2020-12-28,Kansanga,MAIZE,3617
794,2020-06-20,,MAIZE,1684
795,2020-08-02,Nakasero,Beans,4155
796,2021-04-05,Bwaise,MAIZE,-2000
797,2020-14-50,Kansanga,BEANS,547
798,2020-04-21,,BEANS,4119
799,2020-05-05,,Beans,2200
800,2020-11-30,Nakasero,Maize,765
801,2020-06-01,Nakasero,Maize,-2000
802,2020-12-10,Nakasero,MAIZE,3450
803,2020-06-02,Nakasero,Beans,1054
804,2020-02-03,Nakasero,BEANS,2748
805,2020-04-17,Bwaise,Maize,4833
806,2020-12-18,,Beans,3092
807,2020-11-15,Nakasero,MAIZE,4566
808,2020-09-09,Bwaise,MAIZE,2085
808,2020-14-50,Mukono,MAIZE,3896
810,2020-10-13,Bwaise,Maize,2807
811,2020-06-02,,Beans,1432
812,2021-01-05,,Maize,2089
813,2020-12-10,Kansanga,BEANS,1612
814,2021-04-01,,Beans,3891
815,2020-09-23,Nakasero,Beans,653
816,2021-02-13,Nakasero,Maize,2797
817,2020-07-11,,MAIZE,3691
818,2021-02-04,Nakasero,Beans,2724
819,2020-05-01,Nakasero,BEANS,2979
820,2020-02-27,Nakasero,Maize,1258
821,2020-14-50,Kansanga,MAIZE,4460
822,2021-02-01,Nakasero,MAIZE,1304
823,2020-12-12,Bwaise,MAIZE,4263
824,2020-02-29,Mukono,Beans,1213
825,2020-02-22,,Beans,-2000
826,2020-04-17,Nakasero,MAIZE,2766
827,2020-12-09,Mukono,Beans,2741
828,2020-10-13,,Maize,3369
829,2021-04-27,Nakasero,MAIZE,3050
830,2020-08-15,Mukono,MAIZE,-2000
831,2020-07-15,Mukono,Maize,1966
832,2020-11-18,Kansanga,Beans,2123
833,2020-09-30,Mukono,BEANS,1261
834,2020-08-27,Mukono,BEANS,4312
835,2020-03-14,,Beans,3711
836,2020-06-18,Nakasero,BEANS,1035
837,2020-08-24,Bwaise,Beans,1543
838,2020-12-31,Mukono,Beans,1081
839,2020-07-24,,BEANS,2496
840,2020-07-15,Mukono,Beans,4031
841,2021-02-07,Nakasero,MAIZE,1138
842,2021-03-04,Kansanga,Maize,4292
843,2020-08-15,Bwaise,Beans,1070
844,2020-11-01,Kansanga,Beans,1003
845,2021-03-30,,Maize,1722
846,2020-11-11,,BEANS,3093
847,2020-12-13,Nakasero,BEANS,3320
848,2020-11-09,,BEANS,2909
849,2021-05-10,Mukono,Maize,3442
850,2020-01-16,Bwaise,BEANS,3729
851,2020-07-26,Kansanga,BEANS,1920
852,2020-07-15,Nakasero,BEANS,1528
853,2020-01-09,Bwaise,BEANS,1612
854,2020-07-31,Kansanga,BEANS,4222
855,2020-08-18,Kansanga,Beans,3979
856,2021-03-09,Bwaise,Beans,4974
857,2020-01-20,,BEANS,1427
858,2020-02-10,Bwaise,Beans,1140
859,2020-05-05,Kansanga,Maize,4917
860,2020-01-28,Nakasero,Maize,4699
861,2020-06-18,Kansanga,Beans,2913
862,2021-04-17,,Beans,2633
863,2020-03-27,,Maize,2890
864,2020-05-26,Kansanga,Maize,1129
865,2020-03-08,,Beans,2604
865,2020-03-30,,MAIZE,3529
867,2020-12-24,Bwaise,BEANS,4820
868,2020-02-13,Bwaise,MAIZE,3882
869,2020-08-13,Bwaise,MAIZE,3326
870,2021-02-23,Mukono,Maize,3766
871,2021-04-30,,MAIZE,3695
872,2021-03-21,Kansanga,Maize,4176
873,2020-09-28,Mukono,Maize,3398
874,2021-04-15,Nakasero,Beans,1305
875,2020-08-24,Bwaise,MAIZE,1973
876,2020-14-50,Mukono,Maize,-2000
877,2020-08-16,Nakasero,MAIZE,2563
878,2020-14-50,Mukono,Maize,2276
879,2020-12-28,Mukono,Maize,1564
880,2020-11-27,,MAIZE,2009
881,2021-04-24,Mukono,BEANS,2764
882,2020-12-07,Nakasero,Beans,1106
883,2020-07-17,Nakasero,Maize,2668
884,2021-04-20,Bwaise,BEANS,4530
885,2020-08-08,Bwaise,Maize,2621
886,2020-10-19,Nakasero,BEANS,-2000
887,2020-01-01,Mukono,BEANS,3201
888,2020-09-20,Kansanga,BEANS,1074
889,2020-14-50,Kansanga,Maize,3440
890,2020-01-29,Mukono,Beans,3285
891,2021-01-27,Nakasero,MAIZE,822
892,2020-06-02,Kansanga,Maize,3443
893,2020-08-12,Bwaise,MAIZE,-2000
894,2020-05-02,Kansanga,BEANS,4928
895,2021-05-09,Kansanga,Maize,-2000
896,2020-01-22,Kansanga,Maize,4785
897,2021-03-23,,MAIZE,2408
898,2020-03-13,Kansanga,Maize,875
899,2020-01-08,Bwaise,Maize,1297
900,2020-10-29,Mukono,Maize,2306
901,2020-06-21,Kansanga,Beans,4971
902,2021-02-10,Bwaise,Maize,3248
903,2021-01-22,Kansanga,MAIZE,1851
904,2020-01-21,Bwaise,Maize,3581
905,2020-14-50,Kansanga,Maize,-2000
906,2020-11-29,,Beans,4399
907,2020-11-23,Nakasero,BEANS,1929
908,2020-04-02,Kansanga,Maize,2967
909,2020-14-50,Bwaise,MAIZE,4843
910,2021-03-17,,MAIZE,2204
911,2021-02-11,Bwaise,BEANS,1808
912,2020-11-26,Nakasero,Beans,2559
913,2021-01-23,Kansanga,Maize,929
914,2021-02-06,Mukono,BEANS,1080
915,2020-10-30,,Beans,3168
916,2020-04-26,Mukono,MAIZE,2138
917,2020-08-29,,BEANS,4070
918,2020-08-20,Bwaise,BEANS,4249
919,2021-05-14,Nakasero,MAIZE,762
920,2020-03-10,Mukono,BEANS,1902
921,2020-05-31,,MAIZE,1892
922,2020-04-27,Mukono,BEANS,4507
923,2020-08-30,Kansanga,Beans,-2000
924,2020-05-06,Nakasero,BEANS,1720
925,2020-08-01,Mukono,Maize,4630
926,2020-09-02,Mukono,BEANS,1180
927,2020-14-50,Kansanga,MAIZE,2923
928,2020-01-09,Kansanga,Beans,4262
929,2020-01-13,Kansanga,BEANS,3820
930,2020-11-16,Kansanga,Maize,1079
931,2020-09-28,Mukono,Beans,2710
932,2020-10-21,Bwaise,Maize,3250
933,2021-04-29,Nakasero,Maize,3494
934,2020-07-06,Bwaise,Maize,2177
935,2020-10-03,Mukono,BEANS,2218
936,2020-06-13,Nakasero,Beans,3964
937,2020-06-25,Kansanga,BEANS,1505
938,2021-02-26,,Beans,3515
939,2021-02-18,Mukono,MAIZE,4250
940,2020-04-01,Nakasero,Maize,2760
941,2020-03-18,Bwaise,Maize,4935
942,2020-08-03,Kansanga,Maize,1015
943,2021-03-03,,Beans,3308
944,2020-09-05,,BEANS,1580
945,2021-02-08,Nakasero,MAIZE,2860
946,2020-06-29,Nakasero,BEANS,1817
947,2021-05-13,Bwaise,MAIZE,1457
948,2020-03-05,Kansanga,Beans,2180
949,2020-06-11,Nakasero,MAIZE,4922
950,2020-03-03,Mukono,BEANS,1690
951,2020-03-20,Mukono,Beans,2921
952,2021-04-28,,MAIZE,4121
953,2020-09-02,Mukono,MAIZE,1457
954,2021-03-06,Bwaise,BEANS,3173
955,2020-10-25,,MAIZE,2776
956,2021-03-10,Kansanga,Maize,3731
957,2020-11-05,,Maize,3457
958,2020-08-06,Nakasero,BEANS,2831
959,2020-08-16,,Maize,4139
960,2020-08-14,Nakasero,MAIZE,3972
961,2021-03-03,,Maize,2984
962,2020-06-20,Mukono,BEANS,3854
963,2020-03-30,,BEANS,1621
964,2020-05-28,,BEANS,-2000
965,2020-06-04,Kansanga,BEANS,520
966,2020-11-23,Kansanga,Maize,2856
967,2020-12-18,Bwaise,Maize,2770
968,2020-11-02,Nakasero,BEANS,2612
969,2020-12-21,Mukono,Beans,643
970,2020-01-30,Bwaise,Beans,1609
971,2020-07-03,Kansanga,Beans,-2000
972,2020-02-09,,MAIZE,2001
973,2020-03-26,,Beans,2966
974,2020-07-04,Mukono,Beans,605
975,2021-02-02,Kansanga,BEANS,1835
976,2020-04-23,Bwaise,Maize,1125
977,2020-01-09,Kansanga,Beans,3470
978,2020-11-01,,Beans,2995
979,2020-04-23,Bwaise,MAIZE,3018
980,2020-02-10,Kansanga,Maize,4467
981,2020-02-25,Mukono,Maize,2572
982,2020-01-06,Mukono,Maize,2182
983,2020-12-09,Nakasero,Maize,2772
984,2020-03-23,,MAIZE,1059
985,2020-01-08,,MAIZE,2808
986,2020-01-03,Mukono,MAIZE,4388
987,2020-08-13,Mukono,MAIZE,3609
988,2020-07-27,Mukono,Beans,1403
989,2020-07-03,Nakasero,Maize,4544
990,2020-11-03,Nakasero,BEANS,3836
991,2020-04-06,Mukono,BEANS,3510
992,2020-09-08,Mukono,BEANS,1196
993,2020-12-21,,Maize,1882
994,2020-06-22,Bwaise,BEANS,3979
995,2020-12-31,,Beans,3778
996,2021-05-01,Kansanga,BEANS,1707
997,2020-05-08,Kansanga,BEANS,1602
998,2021-03-01,Mukono,BEANS,1967
999,2020-03-19,Nakasero,Maize,4759
20,2020-09-28,Mukono,Beans,1416
21,2021-03-01,Nakasero,MAIZE,1145
22,2020-02-05,,MAIZE,4393
23,2020-09-27,,BEANS,4917
24,2020-12-31,Nakasero,BEANS,3559
25,2020-03-02,Bwaise,MAIZE,672
26,2020-04-22,Mukono,Maize,982
27,2021-03-16,Nakasero,Maize,2781
28,2020-03-08,,BEANS,4374
29,2020-02-19,Kansanga,Beans,4325
